id,chapter,text,main_person,related_persons,strategy_type,strategy_method,event,keywords,summary
S195,第三十八回,玄德曰：“今番不须哥哥去，我和张飞同去便了。” 玄德曰：“汝二人休去，我自与云长同往。” 飞曰：“哥哥何太欺人也！我和云长同去，有何不可？” 玄德曰：“汝二人性躁，去了反为不美。” 飞曰：“我今番去，只在门外等候，若有半句言语，甘当军令！” 玄德曰：“既如此，便同去。” 遂令备马，第三次往隆中。离草庐半里之外，玄德便下马步行，正遇诸葛均。均曰：“昨暮家兄方回。今日将军可与相见矣。” 玄德大喜，遂同均至庄前。童子开门出迎，玄德曰：“有劳仙童转报：刘备专来拜见先生。” 童子曰：“先生今日昼寝未醒。” 玄德曰：“既如此，且休通报。” 遂分付关、张二人，只在门首等着。玄德徐步而入，见先生仰卧于草堂几席之上。玄德拱立阶下，半晌不动。,刘备,诸葛亮、关羽、张飞、诸葛均、童子,人才任用,三顾茅庐，第三次亲自前往隆中拜访诸葛亮，离草庐半里便下马步行，在诸葛亮昼寝未醒之时，拱立阶下，耐心等待，以极致的诚意与尊重，打动诸葛亮,刘备三顾茅庐，拱立阶下等待诸葛亮,三顾茅庐、下马步行、拱立阶下、耐心等待、求贤诚意、人才任用,刘备为了寻求诸葛亮的辅佐，第三次亲自率领关羽、张飞前往隆中拜访诸葛亮。离草庐还有半里地，刘备便下马步行，以表达对诸葛亮的尊重。在得知诸葛亮正在昼寝未醒之时，刘备不让童子通报，自己拱立在草堂的阶下，耐心等待了半晌，一动不动，以极致的诚意与尊重，彻底打动了隐居隆中的诸葛亮。
S196,第三十八回,玄德屏人促席而告曰：“汉室倾颓，奸臣窃命，主上蒙尘。孤不度德量力，欲信大义于天下；而智术短浅，遂用猖蹶，至于今日。然志犹未已，君谓计将安出？” 孔明答曰：“自董卓已来，豪杰并起，跨州连郡者不可胜数。曹操比于袁绍，则名微而众寡，然操遂能克绍，以弱为强者，非惟天时，抑亦人谋也。今操已拥百万之众，挟天子而令诸侯，此诚不可与争锋。孙权据有江东，已历三世，国险而民附，贤能为之用，此可以为援而不可图也。荆州北据汉、沔，利尽南海，东连吴会，西通巴、蜀，此用武之国，而其主不能守，此殆天所以资将军，将军岂有意乎？益州险塞，沃野千里，天府之土，高祖因之以成帝业。刘璋暗弱，张鲁在北，民殷国富而不知存恤，智能之士思得明君。将军既帝室之胄，信义著于四海，总揽英雄，思贤如渴，若跨有荆、益，保其岩阻，西和诸戎，南抚夷越，外结好孙权，内修政理；天下有变，则命一上将将荆州之军以向宛、洛，将军身率益州之众出于秦川，百姓孰敢不箪食壶浆以迎将军者乎？诚如是，则霸业可成，汉室可兴矣。” 玄德闻言，避席拱手谢曰：“先生之言，顿开茅塞，使备如拨云雾而睹青天。备虽不才，愿先生不弃鄙贱，出山相助，共图大业。” 孔明曰：“亮久乐耕锄，懒于应世，不能奉命。” 玄德泣曰：“先生不出，如苍生何！” 言毕，泪沾袍袖，衣襟尽湿。孔明见其意甚诚，乃曰：“将军既不相弃，愿效犬马之劳。” 玄德大喜，遂拜孔明为军师，待以师礼。,刘备,诸葛亮、关羽、张飞,政治合法性,三顾茅庐，以极致的诚意打动诸葛亮，诸葛亮为刘备定下三分天下的隆中决策，刘备拜诸葛亮为军师，待以师礼，确立了兴复汉室的政治纲领与核心智囊团队,刘备三顾茅庐，诸葛亮定隆中决策，出山辅佐刘备,三顾茅庐、隆中决策、三分天下、拜诸葛亮为军师、政治纲领、政治合法性,刘备三顾茅庐，以极致的诚意彻底打动了诸葛亮，诸葛亮为刘备分析了天下的局势，定下了三分天下的隆中决策，为刘备兴复汉室的大业指明了清晰的方向。刘备听后，如拨云雾而睹青天，再次恳请诸葛亮出山辅佐自己，并且泣曰 “先生不出，如苍生何”，彻底打动了诸葛亮。诸葛亮最终答应出山，辅佐刘备共图大业，刘备拜诸葛亮为军师，待以师礼，正式确立了兴复汉室的政治纲领与核心智囊团队，获得了兴复汉室的核心政治与谋略支撑。
S197,第三十八回,孔明答曰：“自董卓已来，豪杰并起，跨州连郡者不可胜数。曹操比于袁绍，则名微而众寡，然操遂能克绍，以弱为强者，非惟天时，抑亦人谋也。今操已拥百万之众，挟天子而令诸侯，此诚不可与争锋。孙权据有江东，已历三世，国险而民附，贤能为之用，此可以为援而不可图也。荆州北据汉、沔，利尽南海，东连吴会，西通巴、蜀，此用武之国，而其主不能守，此殆天所以资将军，将军岂有意乎？益州险塞，沃野千里，天府之土，高祖因之以成帝业。刘璋暗弱，张鲁在北，民殷国富而不知存恤，智能之士思得明君。将军既帝室之胄，信义著于四海，总揽英雄，思贤如渴，若跨有荆、益，保其岩阻，西和诸戎，南抚夷越，外结好孙权，内修政理；天下有变，则命一上将将荆州之军以向宛、洛，将军身率益州之众出于秦川，百姓孰敢不箪食壶浆以迎将军者乎？诚如是，则霸业可成，汉室可兴矣。”,诸葛亮,刘备、关羽、张飞,政治合法性,为刘备定下三分天下的隆中决策，确立兴复汉室的政治纲领与战略路线，为刘备的大业指明了清晰的方向,诸葛亮定隆中决策，三分天下,隆中决策、三分天下、兴复汉室、政治纲领、战略路线、政治合法性,诸葛亮在刘备三顾茅庐，诚心恳请其出山辅佐之时，为刘备全面分析了天下的局势，定下了三分天下的隆中决策，确立了兴复汉室的政治纲领与清晰的战略路线：先跨有荆州、益州，建立稳固的根据地，然后西和诸戎、南抚夷越，外结好孙权，内修政理，等待天下有变，再分兵两路北伐，最终成就霸业，兴复汉室。这一决策，为刘备的大业指明了清晰的方向，奠定了蜀汉政权的政治与战略基础。
S198,第三十八回,权曰：“先父、先兄，皆以江东为基业，今吾承父兄之业，当思报仇雪恨，以安江东。今黄祖在江夏，屡犯我边境，杀我父、兄，此仇不共戴天！吾欲起兵伐之，以报父兄之仇，以安江东百姓。” 张昭曰：“今江东初定，人心未安，若起兵伐黄祖，恐曹操乘虚来攻，江东危矣。” 周瑜曰：“子布之言非也。黄祖昏庸，江夏兵弱，今若起兵伐之，必可一战而胜。若不早除黄祖，必为后患。” 权从之，遂令周瑜为大都督，总领江东军马，起兵十万，往江夏伐黄祖。,孙权,张昭、周瑜、黄祖、曹操、刘备,权力控制,起兵讨伐江夏黄祖，报父兄之仇，消除江东的边境隐患，巩固自身在江东的统治，同时向天下展示江东的军事实力,孙权起兵伐黄祖，报父兄之仇,伐黄祖、报父兄之仇、消除边境隐患、巩固江东统治、权力控制,孙权在继承父兄的江东基业后，为了报父兄被黄祖杀害的血海深仇，同时消除黄祖在江夏对江东边境的长期隐患，巩固自身在江东的统治，采纳了周瑜的建议，不顾张昭的劝阻，任命周瑜为大都督，总领江东十万军马，起兵前往江夏讨伐黄祖，向天下展示了江东的军事实力，为后续江东的稳定与发展奠定了基础。
S199,第三十八回,周瑜为前部大督，引兵至江夏，与黄祖兵相遇。黄祖令苏飞为先锋，引兵来战。周瑜令甘宁为先锋，引兵迎敌。甘宁挺枪出马，直取苏飞，不三合，一枪刺苏飞于马下。黄祖大惊，遂令大军退守江夏城。周瑜引兵围城，黄祖坚守不出。周瑜令军士四面攻打，城上矢石如雨，攻打数日不下。甘宁曰：“某愿引轻骑，从东门而入，打开城门，放大军入城。” 周瑜许之。甘宁遂引轻骑，乘夜从东门而入，斩关落锁，打开城门。周瑜引大军一拥而入，黄祖弃城而走，被甘宁追上，一刀斩于马下。,孙权,周瑜、甘宁、黄祖、苏飞、张昭,权力控制,任命周瑜为大都督，重用甘宁等猛将，攻破江夏城，斩杀黄祖，彻底消除了江东的边境隐患，巩固了自身在江东的统治,孙权攻破江夏，斩杀黄祖,攻破江夏、斩杀黄祖、消除边境隐患、巩固江东统治、权力控制,孙权在起兵讨伐黄祖的战役中，任命周瑜为前部大督，总领江东军马，同时重用甘宁等猛将，最终成功攻破了江夏城，斩杀了黄祖，彻底消除了黄祖对江东边境的长期隐患，报了父兄的血海深仇，进一步巩固了自身在江东的统治，提升了江东的军事实力与政治影响力。
S200,第三十九回,孔明曰：“博望坡左有山，名曰豫山；右有林，名曰安林：可以埋伏军马。云长可引一千军往豫山埋伏，等彼军至，放过休敌；其辎重粮草，必在后面，但看南面火起，可纵兵出击，就焚其粮草。翼德可引一千军去安林背后山谷中埋伏，只看南面火起，便可出，向博望城旧屯粮草处纵火烧之。关平、刘封可引五百军，预备引火之物，于博望坡后两边等候，至初更兵到，便可放火矣。” 又命：“于樊城取回赵云，令为前部，不要赢，只要输，主公自引一军为后援。各须依计而行，勿使有失。”,诸葛亮,刘备、关羽、张飞、赵云、关平、刘封、夏侯惇、于禁、李典,权力控制,博望坡设伏，定下火攻之计，安排关羽、张飞、赵云等各路兵马，设下埋伏，以火攻大败夏侯惇的十万大军，展现了自身的谋略能力，巩固了在刘备军中的军师地位,诸葛亮博望坡初用兵，火攻大败夏侯惇,博望坡设伏、火攻之计、大败夏侯惇、军师初用兵、权力控制,诸葛亮在出山辅佐刘备后，面对曹操派来的夏侯惇、于禁、李典的十万大军，在博望坡定下了火攻之计，巧妙安排了关羽、张飞、赵云、关平、刘封等各路兵马，设下了埋伏，以赵云佯败诱敌，将夏侯惇的大军引入了埋伏圈，然后以火攻大败夏侯惇的十万大军，取得了出山后的第一场大胜仗，展现了自身的经天纬地的谋略能力，彻底巩固了在刘备军中的军师地位，赢得了刘备军中所有将士的认可与尊重。
S201,第三十九回,玄德曰：“今曹操令夏侯惇引十万大军，来攻新野，如之奈何？” 孔明曰：“主公勿忧，亮自有计破之。” 玄德曰：“全仗先生妙策。” 遂令将新野军马，尽付孔明调遣。孔明遂聚集众将，听令调遣。,刘备,诸葛亮、关羽、张飞、赵云、夏侯惇、于禁、李典,人才任用,将新野的全部军马，尽付诸葛亮调遣，全权信任诸葛亮，让诸葛亮放手施展谋略，抵御曹操的大军,刘备将新野军马尽付诸葛亮调遣，全权信任,全权信任、付军马调遣、重用诸葛亮、人才任用,刘备在面对曹操派来的夏侯惇十万大军的进攻之时，全权信任刚刚出山的诸葛亮，将新野的全部军马，都交付给诸葛亮调遣，让诸葛亮放手施展自己的谋略，抵御曹操的大军。刘备的这一举措，展现了他对诸葛亮的绝对信任，为诸葛亮施展自己的谋略才能提供了充足的空间，最终也成就了博望坡的大胜。
S202,第四十回,孔明曰：“新野小县，不可久守。今刘景升病危，荆州必乱，主公可乘此机会，取了荆州，为安身之地，以拒曹操。” 玄德曰：“景升待我甚厚，今若乘其危而取之，不仁也。” 孔明曰：“今若不取，后必为曹操所得，悔之晚矣！” 玄德曰：“吾宁死，不为不仁不义之事。” 孔明叹曰：“真仁慈之主也！”,诸葛亮,刘备、刘表、蔡瑁、张允、曹操,政治合法性,劝说刘备乘刘表病危、荆州必乱之机，夺取荆州，作为安身之地，建立稳固的抗曹根据地，为兴复汉室的大业奠定基础,诸葛亮劝说刘备夺取荆州，建立根据地,劝说取荆州、安身之地、抗曹根据地、政治合法性,诸葛亮在面对曹操即将率领大军南征的危机之时，为了帮助刘备建立稳固的抗曹根据地，劝说刘备乘刘表病危、荆州内部必乱的机会，夺取荆州，作为安身之地，为兴复汉室的大业奠定坚实的基础。虽然刘备因为坚守仁义，没有采纳这一计策，但诸葛亮的这一谋划，为刘备后续的发展指明了核心的方向，也展现了诸葛亮的长远战略眼光。
S203,第四十回,孔明曰：“今曹操引大军五十万，来攻新野，新野小县，不可久守。不如弃了新野，往樊城暂避，再图后计。” 玄德曰：“百姓皆随我多年，安忍弃之？” 孔明曰：“主公可令百姓，皆随我等往樊城暂避，曹操大军至，必焚新野，百姓可免此难。” 玄德从之，遂令百姓，皆随大军往樊城暂避。,诸葛亮,刘备、曹操、关羽、张飞、赵云、新野百姓,政治合法性,劝说刘备放弃新野，带领百姓前往樊城暂避，既避免了百姓被曹操大军屠戮，又以仁德之心笼络了百姓的心，巩固了自身的政治合法性,诸葛亮劝说刘备弃新野，带百姓往樊城暂避,弃新野、带百姓避祸、仁德之心、笼络民心、政治合法性,诸葛亮在面对曹操率领五十万大军南征的危机之时，为了避免新野的百姓被曹操大军屠戮，同时也为了帮助刘备以仁德之心笼络百姓的心，劝说刘备放弃新野小县，带领所有的百姓前往樊城暂避。刘备采纳了这一计策，带领所有的百姓离开了新野，前往樊城，既保全了百姓的性命，又以仁德之心彻底笼络了百姓的心，进一步巩固了刘备的政治合法性，赢得了天下百姓的认可与尊重。
S204,第四十回,孔明曰：“今曹操大军将至，新野已空，吾当用计，以火攻大败曹操先锋，以挫其锐气。” 遂令关平、刘封引五百军，预备引火之物，在新野城四门，各设伏兵，只等曹操大军入城，便放火焚城。又令赵云引军三千，在新野城外埋伏，只等城中火起，便引兵掩杀。又令关羽引军一万，往白河上流埋伏，只等曹军败走，便决白河之水，以淹曹军。又令张飞引军一万，往博陵渡口埋伏，只等曹军败走，便引兵截杀。各将依计而行，勿使有失。,诸葛亮,刘备、曹操、曹仁、曹洪、许褚、关羽、张飞、赵云、关平、刘封,权力控制,火烧新野，定下火攻与水攻结合的计策，安排各路兵马，设下埋伏，先以火攻焚城，再以水攻淹敌，大败曹操的先锋大军，挫其锐气，为刘备带领百姓撤离争取了时间,诸葛亮火烧新野，大败曹操先锋大军,火烧新野、火攻水攻结合、大败曹军、挫其锐气、权力控制,诸葛亮在刘备带领百姓撤离新野后，为了抵御曹操的大军，挫其锐气，为刘备带领百姓撤离争取充足的时间，定下了火攻与水攻结合的计策，巧妙安排了关平、刘封、赵云、关羽、张飞等各路兵马，设下了层层埋伏。先以火攻焚烧了新野城，将曹操的先锋大军引入了城中，然后以火攻大败曹军，再令关羽决白河之水，以水攻淹杀败走的曹军，最后令张飞在博陵渡口截杀，彻底大败了曹操的先锋大军，挫了曹操的锐气，为刘备带领百姓安全撤离争取了充足的时间，再次展现了诸葛亮的经天纬地的谋略才能。
S205,第四十回,操曰：“今刘表已死，荆州无主，蔡瑁、张允必降吾。吾当引大军五十万，南征荆州，先灭刘备，后取江东，以统一天下。” 荀彧曰：“今北方已定，民心已安，主公可乘此机会，南征荆州，以成大业。” 操大喜，遂令曹仁、曹洪为第一队，张辽、张郃为第二队，夏侯渊、夏侯惇为第三队，于禁、李典为第四队，操自领诸将为第五队，每队各引兵十万，共五十万大军，星夜往荆州进发。,曹操,荀彧、曹仁、曹洪、张辽、张郃、夏侯渊、夏侯惇、于禁、李典、刘备、刘表、蔡瑁、张允,权力控制,率领五十万大军南征荆州，先灭刘备，后取江东，以统一天下，牢牢掌控了天下的政治军事局势，为统一全国奠定了基础,曹操率五十万大军南征荆州，统一天下,南征荆州、五十万大军、统一天下、权力控制,曹操在统一北方之后，为了完成统一天下的大业，决定率领五十万大军南征荆州，先消灭刘备这个心腹大患，然后再攻取江东的孙权，最终统一全国。曹操的这一举措，牢牢掌控了天下的政治军事局势，为统一全国奠定了坚实的基础，也开启了三国时期最关键的赤壁之战的序幕。
S206,第四十回,操曰：“今蔡瑁、张允来降，献了荆州，吾当重赏之，令其仍为荆州之主，以安荆州百姓之心。” 程昱曰：“蔡瑁、张允乃谄佞之徒，主公不可重用。” 操曰：“吾非不知。但今荆州初降，人心未安，若杀了蔡瑁、张允，荆州百姓必反，吾当暂用之，以安人心。” 遂封蔡瑁为镇南侯、水军大都督，张允为助顺侯、水军副都督，仍令其掌管荆州水军。,曹操,蔡瑁、张允、程昱、荀彧、荆州百姓,政治合法性,重赏归降的蔡瑁、张允，令其仍掌管荆州水军，以安荆州百姓与降军之心，巩固自身在荆州的统治，获得荆州地区的政治合法性,曹操重赏蔡瑁、张允，安抚荆州降军与百姓,重赏降将、安抚人心、巩固荆州统治、政治合法性,曹操在蔡瑁、张允献荆州归降之后，为了安抚荆州的降军与百姓，巩固自身在荆州的统治，获得荆州地区的政治合法性，不顾程昱的劝阻，重赏了蔡瑁、张允，封蔡瑁为镇南侯、水军大都督，张允为助顺侯、水军副都督，仍然令二人掌管荆州的水军。曹操的这一举措，成功安抚了荆州的降军与百姓，稳定了荆州的局势，巩固了自身在荆州的统治，获得了荆州地区的政治合法性。
S207,第四十一回,玄德曰：“百姓从新野相随至此，吾安忍弃之？” 遂令大小船只，尽载百姓渡江。时同行百姓，男女老幼，不计其数，皆号泣而行。玄德于船上望见，大恸曰：“为吾一人，使百姓遭此大难，吾何生哉！” 欲投江而死，左右急救止。,刘备,关羽、张飞、赵云、诸葛亮、新野百姓,政治合法性,宁死不弃相随百姓，携民渡江，坚守仁义底线,刘玄德携民渡江,仁义、百姓、携民渡江、政治合法性、民心,刘备在曹操大军追击、自身性命难保的危急时刻，宁死不弃从新野相随至此的百姓，下令所有船只优先载运百姓渡江，以极致的仁义之举彻底笼络了天下百姓的心，进一步巩固了自身兴复汉室的政治合法性，赢得了千古流传的仁德美名。
S208,第四十一回,操曰：“刘备乃人中之龙，今若不除，必为后患。吾当亲率大军，星夜追击，务要擒获刘备，以绝后患。” 遂令许褚引三千铁甲军，为前部先锋，自引大军随后，星夜往当阳长坂坡追击刘备。,曹操,许褚、曹仁、曹洪、刘备、诸葛亮、关羽、张飞、赵云,权力控制,亲率大军星夜追击刘备，夺取荆州全境，消除心腹大患,曹操率大军追击刘备，夺取荆州,追击刘备、夺取荆州、消除后患、权力控制、统一全国,曹操在夺取荆州后，为了彻底消除刘备这个心腹大患，完成统一全国的大业，亲自率领大军，以许褚为先锋，星夜往当阳长坂坡追击刘备，试图一举擒获刘备，消灭这个反曹的核心势力，牢牢掌控了荆州的全境，为后续的南征江东奠定了基础。
S209,第四十二回,玄德曰：“今事已急，如之奈何？” 孔明曰：“曹操势大，急难抵敌。今不如往投东吴孙权，以为应援，使南北相持，吾等于中取利，有何不可？” 玄德曰：“江东人物极多，必有远谋，安肯相容耶？” 孔明曰：“今操引百万之众，虎踞江汉，江东安得不惧？某愿亲往江东，凭三寸不烂之舌，说南北两军互相吞并，若南军胜，共诛曹操；若北军胜，吾乘势以取江南：此万全之策也。” 玄德大喜，遂令孔明与鲁肃同往江东。,刘备,诸葛亮、鲁肃、孙权、周瑜、曹操,联盟外交,派遣诸葛亮亲往江东，游说孙权联吴抗曹，建立反曹政治军事同盟,刘备遣诸葛亮入江东联吴抗曹,联吴抗曹、联盟外交、反曹同盟、赤壁之战、政治博弈,刘备在当阳长坂坡兵败、走投无路的危急时刻，采纳了诸葛亮的建议，决定派遣诸葛亮亲自前往江东，游说孙权联合抗曹，建立反曹的政治军事同盟，试图借助江东的兵马与实力，共同抵御曹操的百万大军，为自身的生存与发展争取了唯一的机会，也为赤壁之战的爆发奠定了政治基础。
S210,第四十二回,玄德曰：“今江夏有刘琦公子，屯兵数万，粮草充足，吾等不如往投江夏，暂避曹操锋芒，再图后计。” 遂令大军往江夏进发。刘琦闻玄德至，亲自出城迎接，待以上宾之礼，将江夏的兵马、粮草、城池，尽付玄德调遣。玄德大喜，遂令关羽、张飞、赵云，分兵把守江夏各处隘口，以拒曹操。,刘备,刘琦、关羽、张飞、赵云、诸葛亮、曹操,权力控制,投奔江夏刘琦，接纳其兵马粮草，建立抗曹的临时根据地,刘备入江夏建立抗曹根据地,江夏根据地、刘琦、兵马粮草、抗曹、权力控制,刘备在当阳长坂坡兵败后，为了获得一个稳固的抗曹根据地，率领残部前往江夏投奔刘表的长子刘琦，刘琦将江夏的全部兵马、粮草、城池都交付给刘备调遣，刘备成功在江夏建立了临时的抗曹根据地，获得了抵御曹操的前沿阵地，为后续的联吴抗曹提供了稳固的后方支撑。
S211,第四十三回,孔明曰：“寻章摘句，世之腐儒也，何能兴邦立事？且古耕莘伊尹，钓渭子牙，张良、陈平之流，邓禹、耿弇之辈，皆有匡扶宇宙之才，未审其生平治何经典。岂亦效书生，区区于笔砚之间，数黑论黄，舞文弄墨而已乎？” 众人见孔明对答如流，尽皆失色。,诸葛亮,张昭、顾雍、虞翻、步骘、薛综、陆绩、严畯、程德枢、鲁肃、孙权,联盟外交,舌战群儒，以雄辩之才驳斥江东主降文臣，为联吴抗曹扫清政治障碍,诸葛亮舌战群儒,舌战群儒、雄辩、联吴抗曹、扫清障碍、联盟外交,诸葛亮跟随鲁肃抵达江东后，面对江东以张昭为首的主降文臣的轮番刁难与质问，以雄辩之才，引经据典，逐一驳斥了众文臣的主降论调，彻底瓦解了江东文臣的主降阵营，为联吴抗曹扫清了核心的政治障碍，赢得了江东主战派的认可与尊重，为后续说服孙权、周瑜抗曹奠定了坚实的基础。
S212,第四十三回,权曰：“老贼欲废汉自立久矣，徒忌二袁、吕布、刘表与孤耳。今数雄已灭，惟孤尚存。孤与老贼，势不两立！君言当击，甚与孤合，此天以君授孤也。” 遂拔佩剑砍前奏案一角曰：“诸官将有再言降操者，与此案同！”,孙权,鲁肃、周瑜、张昭、曹操、诸葛亮、刘备,权力控制,拔剑砍案立威，决计抗曹，拒绝投降曹操，维护江东的独立统治,孙权拔剑立威决计抗曹,决计抗曹、拒绝投降、维护江东统治、权力控制、赤壁之战,孙权在面对曹操百万大军压境、江东文臣纷纷主降的危急时刻，在鲁肃、诸葛亮的劝说下，彻底坚定了抗曹的决心，拔剑砍断前奏案的一角，立下严令：再有言降曹者，与此案同。孙权的这一举措，彻底压制了江东的主降论调，确立了抗曹的核心国策，维护了江东的独立统治，为赤壁之战的胜利奠定了政治基础。
S213,第四十四回,孔明曰：“亮居隆中时，即闻操于漳河新造一台，名曰铜雀台，极其壮丽。广选天下美女，以实其中。操本好色之徒，久闻江东乔公有二女，长曰大乔，次曰小乔，有沉鱼落雁之容，闭月羞花之貌。操曾发誓曰：‘吾一愿扫平四海，以成帝业；一愿得江东二乔，置之铜雀台，以乐晚年，虽死无恨矣。’今虽引百万之众，虎视江南，其实为此二女也。将军何不去寻乔公，以千金买此二女，差人送与曹操，操得二女，称心满意，必班师矣。此范蠡献西施之计，何不速为之？” 瑜听罢，勃然大怒，离座指北而骂曰：“老贼欺吾太甚！”,诸葛亮,周瑜、鲁肃、孙权、曹操、大乔、小乔,联盟外交,智激周瑜，以曹操欲取二乔之事激怒周瑜，彻底坚定其抗曹的核心决心,诸葛亮用智激周瑜,智激周瑜、二乔、铜雀台、坚定抗曹、联盟外交,诸葛亮为了彻底坚定周瑜的抗曹决心，确保联吴抗曹的同盟能够稳固，故意以曹操在铜雀台广选美女、发誓要得到江东二乔的传闻，激怒了与小乔情深意重的周瑜，令周瑜勃然大怒，彻底打消了对曹操的幻想，坚定了抗曹的核心决心，为联吴抗曹的同盟奠定了最核心的军事支撑，也为赤壁之战的胜利埋下了伏笔。
S214,第四十四回,权曰：“孤与老贼，势不两立。卿言当伐，甚合孤意。此天以卿授孤也。” 遂令周瑜为大都督，总领江东水陆兵马，程普为副都督，鲁肃为赞军校尉，助画方略，调遣兵马，准备迎击曹操。,孙权,周瑜、程普、鲁肃、曹操、诸葛亮、刘备,权力控制,任命周瑜为大都督，总领江东水陆兵马，全权负责抗曹军事行动,孙权拜周瑜为大都督总领抗曹兵马,拜周瑜为大都督、总领兵马、抗曹、权力控制、赤壁之战,孙权在彻底坚定抗曹的决心后，为了统一江东的军事指挥，确保抗曹军事行动的顺利进行，正式任命周瑜为大都督，总领江东的全部水陆兵马，程普为副都督，鲁肃为赞军校尉，全权负责抗曹的所有军事行动，将江东的全部军权都交付给了周瑜，为赤壁之战的胜利提供了统一的军事指挥保障，也巩固了自身在江东的统治地位。
S215,第四十五回,操曰：“今周瑜用事，深得孙权信任，江东文武，皆归心焉。吾欲遣一舌辩之士，往江东说周瑜来降，以瓦解江东的抗曹之心，不知何人可往？” 蒋干出曰：“某自幼与周瑜同窗交契，愿凭三寸不烂之舌，往江东说周瑜来降，以报丞相。” 操大喜，遂令蒋干为使，往江东游说周瑜。,曹操,蒋干、周瑜、孙权、鲁肃、诸葛亮,联盟外交,派遣蒋干为使，前往江东游说周瑜归降，试图以说客瓦解江东的抗曹阵营,曹操遣蒋干入江东游说周瑜,蒋干游说周瑜、说客、瓦解抗曹阵营、联盟外交、政治博弈,曹操在三江口与周瑜交战折兵后，为了瓦解江东的抗曹阵营，不战而屈人之兵，决定派遣与周瑜有同窗旧交的蒋干为使者，前往江东游说周瑜归降，试图以旧交与利益诱惑周瑜，瓦解江东的抗曹核心，为自己的南征大业扫清障碍，这也是曹操在赤壁之战前的核心政治博弈手段之一。
S216,第四十六回,孔明曰：“为将而不通天文，不识地利，不知奇门，不晓阴阳，不看阵图，不明兵势，是庸才也。亮于三日前已算定今日有大雾，因此敢任三日之限。公瑾教我十日完办，工匠料物，都不应手，将这一件风流罪过，明白要杀我。我命系于天，公瑾焉能害我哉！” 鲁肃拜服曰：“先生真神人也！”,诸葛亮,周瑜、鲁肃、曹操、关羽、张飞、赵云,权力控制,草船借箭，以奇谋从曹操处获取十万支箭，解决联军军备不足的问题，同时挫败周瑜的刁难，巩固自身在联军中的地位,用奇谋孔明借箭,草船借箭、奇谋、军备不足、挫败周瑜、权力控制,诸葛亮在面对周瑜的刁难，被要求十日之内打造十万支箭的必死之局时，以通天文、识地利的奇谋，算定三日后必有大雾，率领二十只草船，趁着大雾前往曹操水寨，不费吹灰之力，从曹操处获取了十万余支箭，不仅彻底解决了联军军备不足的问题，还完美挫败了周瑜的刁难，彻底巩固了自身在孙刘联军中的军师地位，赢得了江东将士的彻底认可与尊重。
S217,第四十八回,操曰：“今北军不惯水战，多生疾病。今用庞统之计，将战船连在一起，如履平地，北军乘之，如在岸上，何惧周瑜、诸葛亮哉！” 遂令所有战船，皆用铁环连锁，分二十四队，每队战船五十只，首尾相连，上铺阔板，人马可渡。操亲自乘大船，巡视水寨，见战船连锁，稳如泰山，大喜曰：“此天助吾也！”,曹操,庞统、程昱、贾诩、周瑜、诸葛亮、黄盖,权力控制,采纳庞统的连环计，将战船用铁索连在一起，解决北军不习水战的问题，提升水军战斗力,锁战船北军用武,铁索连船、连环计、提升水军战斗力、北军、权力控制,曹操为了解决北军不习水战、受风浪颠簸而生疾病的核心问题，提升北军水军的战斗力，确保南征江东的胜利，采纳了庞统献上的连环计，下令将所有的战船都用铁环连锁在一起，分二十四队，每队五十只战船，首尾相连，铺上阔板，令人马可渡，如履平地。曹操的这一举措，确实在短期内解决了北军不习水战的问题，提升了水军的战斗力，但也为后续周瑜的火攻曹营埋下了致命的隐患，最终导致了赤壁之战的惨败。
S218,第四十九回,孔明曰：“亮虽不才，曾遇异人，传授奇门遁甲天书，可以呼风唤雨。都督若要东南风，可于南屏山建一台，名曰七星坛，高九尺，作三层，用一百二十人，手执旗幡围绕。亮于台上作法，借三日三夜东南大风，助都督用兵，何如？” 瑜曰：“休道三日三夜，只一夜大风，大事可成矣。” 遂令军士往南屏山筑七星坛。,诸葛亮,周瑜、鲁肃、曹操、黄盖、关羽、张飞、赵云,权力控制,七星坛祭风，借东南大风，为周瑜火攻曹营创造了核心的气象条件,七星坛诸葛祭风,七星坛祭风、借东南风、火攻曹营、赤壁之战、权力控制,诸葛亮在周瑜万事俱备、只欠东风的核心时刻，以奇门遁甲之术，在南屏山建造七星坛，登台作法，成功借来了三日三夜的东南大风，为周瑜的火攻曹营创造了核心的、决定性的气象条件，彻底解决了火攻的最大障碍。这一举措，是赤壁之战火攻成功的最关键环节之一，也彻底奠定了诸葛亮在孙刘联军中的核心军师地位，赢得了千古流传的 “智绝” 美名。
